"X","Title","Company","Location","Type","Salary","Contract_type","Job.Description","JobType","Industry","salary1","salary_min","salary_max","salary_norm","salary_norm1","salary_norm12","label"
"9","Investment Banking Associate","Global Middle Market Investment Bank","Washington, DC 20524","Onsite","$150,000 - $200,000 ","r - Full-time","Our client, a Global Boutique Investment Bank is seeking a newly opened role for an Experienced Investment Banking Associate for the growing Washington, DC team.
The experienced Associate will be responsible for supporting day-to-day M&A, capital raising, restructuring, and financial advisory deal processes and projects. The firm’s Associates have a deep understanding of the deal process and can effectively run many aspects of the transaction process alongside senior bankers.
Our client is unique as it is highly focused on advancing its employees’ career goals while providing consistent transparent feedback fostering personal and professional growth. The bank is well known for cross border M&A as part of a larger global platform with offices around the globe and the balance sheet of its parent, one of the largest financial institutions in Asia.
The Washington, DC office has industry focus of Aerospace & Defense, Government, TMT, CyberSecurity and Education. In 2021, 3 out of the 5 highest paid bankers were in the DC office. The CEO of the bank sits in the DC office as well.
Please reach out if interested or share with peers, colleagues and relevant friends considering new opportunities.
Job Type: Full-time
Pay: $150,000.00 - $200,000.00 per year
Benefits:
401(k)
Dental insurance
Flexible spending account
Health insurance
Health savings account
Paid time off
Professional development assistance
Relocation assistance
Vision insurance
Physical setting:
Office
Schedule:
Monday to Friday
Supplemental pay types:
Bonus pay
Ability to commute/relocate:
Washington, DC 20524: Reliably commute or planning to relocate before starting work (Required)
Work Location: One location

Health insurance","Banking","Finance","$150,000 - $200,000 ",150000,2e+05,175000,0.567169702231317,